Fecha,Id.Caso,Primer_contacto,Hora,Duracion,,Tiempo_1ra_Respuesta,Tiempo en cola espera,Tiempo de espera cliente[s],Total Mensajes,Comentarios,Intervalos,DIA,Mes,Year
7/06/2022,663550,No_solucion,19:32:21,0 days 00:25:32,,19:32:19,0:00:02,19:08:43,30,,19:30,Tuesday,June,2022
7/06/2022,663548,No_solucion,19:31:38,0 days 00:26:58,,19:31:06,0:00:32,0:08:10,20,,19:30,Tuesday,June,2022
7/06/2022,663546,No_solucion,19:29:12,0 days 00:13:32,,19:29:12,0:00:00,0:07:42,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663545,No_solucion,19:29:03,0 days 00:23:35,,19:28:04,0:00:59,0:06:18,35,,19:00,Tuesday,June,2022
7/06/2022,663543,No_solucion,19:28:32,0 days 00:13:03,,4:48:16,0:00:33,0:05:28,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663512,No_solucion,19:26:34,,,19:26:34,0:00:00,0:02:10,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663521,No_solucion,19:26:19,,,19:26:19,0:00:00,1:37:31,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663541,No_solucion,19:23:29,,,19:23:26,0:00:03,0:06:46,21,,19:00,Tuesday,June,2022
7/06/2022,663539,No_solucion,19:23:02,0 days 00:09:27,,19:23:01,0:00:01,0:02:31,12,,19:00,Tuesday,June,2022
7/06/2022,663537,No_solucion,19:20:01,0 days 00:19:11,,,0:00:00,0:03:05,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663534,No_solucion,19:17:48,0 days 00:26:15,,19:17:46,0:00:02,0:09:47,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663536,No_solucion,19:17:26,0 days 00:23:32,,19:17:26,0:00:00,0:08:42,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663533,No_solucion,19:14:57,0 days 00:11:39,,19:14:56,,0:03:18,13,,19:00,Tuesday,June,2022
7/06/2022,663527,No_solucion,19:13:29,0 days 00:20:55,,19:13:27,0:00:02,0:02:51,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663528,No_solucion,19:12:02,0 days 00:55:50,,19:12:01,0:00:01,0:28:37,54,,19:00,Tuesday,June,2022
7/06/2022,663526,No_solucion,19:11:06,0 days 00:24:12,,19:11:05,0:00:01,0:10:50,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663525,No_solucion,19:10:20,0 days 00:23:22,,,0:00:02,0:09:39,31,,19:00,Tuesday,June,2022
7/06/2022,663524,No_solucion,19:08:46,,,19:08:43,0:00:03,0:07:18,28,,19:00,Tuesday,June,2022
7/06/2022,663519,No_solucion,19:06:13,0 days 00:17:10,,19:06:11,0:00:02,0:02:40,15,,19:00,Tuesday,June,2022
7/06/2022,663521,No_solucion,19:03:56,0 days 00:21:24,,19:03:55,0:00:01,0:03:23,155.920462,,19:00,Tuesday,June,2022
7/06/2022,663518,No_solucion,19:02:49,0 days 00:09:31,,19:02:41,0:00:08,0:02:46,16,,19:00,Tuesday,June,2022
7/06/2022,663520,No_solucion,19:02:17,0 days 00:23:12,,19:02:17,0:00:00,0:09:22,32,,19:00,Tuesday,June,2022
7/06/2022,663516,No_solucion,18:55:37,0 days 00:26:06,,18:55:35,0:00:02,0:10:53,33,,18:30,Tuesday,June,2022
7/06/2022,663517,No_solucion,18:55:35,0 days 00:16:33,,18:55:34,0:00:01,0:05:29,155.920462,,18:30,Tuesday,June,2022
7/06/2022,663514,No_solucion,18:53:13,0 days 00:27:39,,18:53:13,0:00:00,0:11:53,40,,18:30,Tuesday,June,2022
7/06/2022,663512,No_solucion,18:51:45,0 days 00:33:48,,18:51:43,0:00:02,0:15:50,35,,18:30,Tuesday,June,2022
7/06/2022,663510,No_solucion,18:50:54,0 days 00:19:48,,18:50:53,0:00:01,0:08:23,155.920462,,18:30,Tuesday,June,2022
7/06/2022,663508,No_solucion,18:45:25,,,18:45:17,0:00:08,20:32:24,32,,18:30,Tuesday,June,2022
7/06/2022,663507,No_solucion,18:44:08,0 days 00:28:40,,18:44:07,0:00:01,0:10:33,155.920462,,18:30,Tuesday,June,2022
7/06/2022,663503,No_solucion,18:40:02,0 days 00:09:46,,18:40:00,0:00:02,0:04:19,155.920462,,18:30,Tuesday,June,2022
7/06/2022,663504,No_solucion,18:39:09,0 days 00:25:43,,18:39:09,,0:07:49,155.920462,,18:30,Tuesday,June,2022
7/06/2022,663502,No_solucion,18:39:08,,,18:39:07,0:00:01,0:04:00,155.920462,,18:30,Tuesday,June,2022
7/06/2022,663500,No_solucion,18:34:40,0 days 00:09:13,,,0:00:02,0:03:17,26,,18:30,Tuesday,June,2022
7/06/2022,663495,No_solucion,18:31:47,,,18:31:46,0:00:01,0:15:41,74,,18:30,Tuesday,June,2022
7/06/2022,663498,No_solucion,18:29:01,,,18:29:00,0:00:01,20:09:40,28,,18:00,Tuesday,June,2022
7/06/2022,663494,No_solucion,18:28:09,,,18:28:08,0:00:01,0:01:23,155.920462,,18:00,Tuesday,June,2022
7/06/2022,663493,No_solucion,18:27:16,0 days 00:59:43,,0:54:08,0:00:02,0:25:49,155.920462,,18:00,Tuesday,June,2022
7/06/2022,663492,No_solucion,18:25:22,0 days 00:15:46,,18:25:21,0:00:01,0:06:04,26,,18:00,Tuesday,June,2022
7/06/2022,663488,No_solucion,18:24:39,0 days 00:40:00,,18:24:38,,6:30:02,71,,18:00,Tuesday,June,2022
7/06/2022,663485,No_solucion,18:23:52,0 days 00:22:40,,14:11:26,0:00:04,0:05:36,29,,18:00,Tuesday,June,2022
7/06/2022,663484,No_solucion,18:22:33,0 days 00:15:00,,,0:00:01,0:05:43,16,,18:00,Tuesday,June,2022
7/06/2022,663480,No_solucion,18:20:37,0 days 00:28:37,,18:20:36,0:00:01,0:09:02,42,,18:00,Tuesday,June,2022
7/06/2022,663475,No_solucion,18:13:35,0 days 00:37:40,,18:13:34,0:00:01,0:16:22,43,,18:00,Tuesday,June,2022
7/06/2022,663466,No_solucion,18:08:35,0 days 00:17:27,,18:08:35,0:00:00,6:04:37,18,,18:00,Tuesday,June,2022
7/06/2022,663464,No_solucion,18:06:56,,,18:06:54,0:00:02,0:06:07,155.920462,,18:00,Tuesday,June,2022
7/06/2022,663460,No_solucion,18:02:45,0 days 00:10:49,,18:02:42,0:00:03,0:05:40,155.920462,,18:00,Tuesday,June,2022
7/06/2022,663459,No_solucion,18:01:55,0 days 00:31:44,,18:01:53,0:00:02,0:11:26,155.920462,,18:00,Tuesday,June,2022
7/06/2022,663456,No_solucion,17:58:30,,,17:58:23,0:00:07,0:03:43,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663443,No_solucion,17:54:43,,,17:54:42,,0:11:42,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663450,No_solucion,17:52:37,,,19:06:59,0:00:00,0:04:21,22,,17:30,Tuesday,June,2022
7/06/2022,663452,No_solucion,17:48:30,0 days 00:26:50,,,0:00:02,21:43:44,44,,17:30,Tuesday,June,2022
7/06/2022,663451,No_solucion,17:47:25,0 days 00:17:35,,17:47:23,0:00:02,0:03:24,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663446,No_solucion,17:45:50,,,17:45:48,0:00:02,0:08:12,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663445,No_solucion,17:44:26,0 days 00:18:48,,17:44:25,0:00:01,0:06:53,27,,17:30,Tuesday,June,2022
7/06/2022,663440,No_solucion,17:38:32,0 days 00:19:01,,4:42:01,0:00:00,17:56:49,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663438,No_solucion,17:36:15,0 days 00:31:56,,17:36:14,,0:10:35,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663433,No_solucion,17:36:06,0 days 00:20:37,,17:36:02,0:00:04,0:03:11,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663436,No_solucion,17:34:36,0 days 00:11:02,,17:34:33,,0:05:52,27,,17:30,Tuesday,June,2022
7/06/2022,663434,No_solucion,17:33:02,0 days 00:08:17,,17:33:01,0:00:01,0:02:47,14,,17:30,Tuesday,June,2022
7/06/2022,663431,No_solucion,17:32:18,0 days 00:28:18,,,0:00:02,0:08:09,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663430,No_solucion,17:30:34,0 days 00:20:24,,9:27:19,0:00:02,14:12:09,155.920462,,17:30,Tuesday,June,2022
7/06/2022,663429,No_solucion,17:30:29,,,17:30:26,,0:04:19,19,,17:30,Tuesday,June,2022
7/06/2022,663427,No_solucion,17:25:34,0 days 00:36:27,,17:02:20,0:00:01,0:13:34,31,,17:00,Tuesday,June,2022
7/06/2022,663426,No_solucion,17:25:14,0 days 00:07:25,,17:25:12,0:00:02,0:02:45,18,,17:00,Tuesday,June,2022
7/06/2022,663423,No_solucion,17:23:22,0 days 00:33:29,,17:23:19,0:00:03,0:10:58,48,,17:00,Tuesday,June,2022
7/06/2022,663422,No_solucion,17:22:41,0 days 00:17:02,,17:22:41,0:00:00,0:06:23,38,,17:00,Tuesday,June,2022
7/06/2022,663425,No_solucion,17:22:12,0 days 00:17:25,,17:22:12,0:00:00,0:04:24,155.920462,,17:00,Tuesday,June,2022
7/06/2022,663424,No_solucion,17:22:00,0 days 00:20:04,,17:21:58,0:00:02,0:07:00,155.920462,,17:00,Tuesday,June,2022
7/06/2022,663421,No_solucion,17:20:05,0 days 00:44:41,,,0:00:00,11:53:37,87,,17:00,Tuesday,June,2022
7/06/2022,663416,No_solucion,17:18:23,0 days 00:14:03,,,0:00:03,0:06:35,23,,17:00,Tuesday,June,2022
7/06/2022,663418,No_solucion,17:17:41,0 days 00:19:57,,17:17:40,0:00:01,0:06:23,155.920462,,17:00,Tuesday,June,2022
7/06/2022,663413,No_solucion,17:15:07,,,17:15:05,0:00:02,0:03:41,155.920462,,17:00,Tuesday,June,2022
7/06/2022,663411,No_solucion,17:14:33,0 days 00:11:28,,17:14:31,,0:04:43,155.920462,,17:00,Tuesday,June,2022
7/06/2022,663415,No_solucion,17:13:35,0 days 00:18:01,,17:13:31,0:00:04,0:04:48,155.920462,,17:00,Tuesday,June,2022
7/06/2022,663412,No_solucion,17:12:53,,,17:12:50,,0:14:47,31,,17:00,Tuesday,June,2022
7/06/2022,663406,No_solucion,17:04:18,,,23:19:41,0:00:01,0:05:56,25,,17:00,Tuesday,June,2022
7/06/2022,663399,No_solucion,16:58:57,,,16:58:57,0:00:00,0:06:17,155.920462,,16:30,Tuesday,June,2022
7/06/2022,663392,No_solucion,16:50:31,0 days 00:17:11,,1:19:56,0:00:01,0:06:31,31,,16:30,Tuesday,June,2022
7/06/2022,663388,No_solucion,16:49:47,0 days 00:20:14,,22:26:27,0:00:01,0:07:35,43,,16:30,Tuesday,June,2022
7/06/2022,663390,No_solucion,16:47:41,0 days 00:28:33,,16:47:40,0:00:01,0:09:39,31,,16:30,Tuesday,June,2022
7/06/2022,663391,No_solucion,16:47:03,0 days 00:23:44,,16:47:01,0:00:02,0:03:56,34,,16:30,Tuesday,June,2022
7/06/2022,663387,No_solucion,16:46:09,0 days 00:25:44,,16:46:07,0:00:02,0:14:33,56,,16:30,Tuesday,June,2022
7/06/2022,663385,No_solucion,16:40:47,0 days 00:22:17,,21:39:52,0:00:02,0:05:35,41,,16:30,Tuesday,June,2022
7/06/2022,663381,No_solucion,16:39:39,0 days 00:13:38,,16:39:37,0:00:02,0:01:08,27,,16:30,Tuesday,June,2022
7/06/2022,663382,No_solucion,16:38:20,,,,0:00:02,0:04:12,155.920462,,16:30,Tuesday,June,2022
7/06/2022,663379,No_solucion,16:34:09,0 days 00:25:13,,16:34:02,0:00:07,8:10:28,155.920462,,16:30,Tuesday,June,2022
7/06/2022,663377,No_solucion,16:33:05,0 days 00:41:50,,16:33:04,0:00:01,0:21:53,36,,16:30,Tuesday,June,2022
7/06/2022,663373,No_solucion,16:30:21,0 days 00:25:48,,16:30:18,,0:07:23,155.920462,,16:30,Tuesday,June,2022
7/06/2022,663371,No_solucion,16:29:11,0 days 00:20:43,,16:29:08,0:00:03,0:05:35,37,,16:00,Tuesday,June,2022
7/06/2022,663367,No_solucion,16:24:43,0 days 00:09:41,,16:24:43,0:00:00,0:02:05,155.920462,,16:00,Tuesday,June,2022
7/06/2022,663366,No_solucion,16:23:29,0 days 00:30:30,,16:23:26,,0:12:36,155.920462,,16:00,Tuesday,June,2022
7/06/2022,663365,No_solucion,16:22:02,0 days 00:22:46,,16:22:01,0:00:01,0:08:13,35,,16:00,Tuesday,June,2022
7/06/2022,663360,No_solucion,16:20:26,0 days 00:23:48,,16:20:25,0:00:01,0:07:26,33,,16:00,Tuesday,June,2022
7/06/2022,663362,No_solucion,16:20:24,0 days 00:12:53,,16:20:23,0:00:01,0:01:11,155.920462,,16:00,Tuesday,June,2022
7/06/2022,663359,No_solucion,16:19:10,0 days 00:22:22,,16:19:08,0:00:02,0:06:27,39,,16:00,Tuesday,June,2022
7/06/2022,663357,No_solucion,16:18:32,0 days 00:11:08,,16:18:31,,0:34:28,21,,16:00,Tuesday,June,2022
7/06/2022,663353,No_solucion,16:13:10,0 days 00:16:09,,2:47:52,,0:06:30,25,,16:00,Tuesday,June,2022
7/06/2022,663352,No_solucion,16:12:35,0 days 00:21:25,,16:12:34,0:00:01,0:08:47,22,,16:00,Tuesday,June,2022
7/06/2022,663346,No_solucion,16:06:20,,,16:06:09,0:00:11,0:15:32,47,,16:00,Tuesday,June,2022
7/06/2022,663344,No_solucion,16:03:59,,,13:21:15,0:00:03,17:32:23,155.920462,,16:00,Tuesday,June,2022
7/06/2022,663330,No_solucion,16:01:10,0 days 00:15:52,,16:01:08,0:00:02,0:03:20,31,,16:00,Tuesday,June,2022
7/06/2022,663342,No_solucion,15:58:39,0 days 01:09:00,,15:58:37,,0:19:03,139,,15:30,Tuesday,June,2022
7/06/2022,663340,No_solucion,15:58:30,0 days 00:16:13,,15:58:28,0:00:02,0:05:15,26,,15:30,Tuesday,June,2022
7/06/2022,663341,No_solucion,15:58:27,0 days 00:16:40,,15:58:26,0:00:01,0:05:44,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663337,No_solucion,15:57:40,0 days 00:18:04,,15:57:39,0:00:01,0:06:23,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663335,No_solucion,15:56:03,0 days 00:20:25,,15:56:01,0:00:02,0:04:13,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663333,No_solucion,15:55:41,0 days 00:12:12,,15:55:39,0:00:02,0:05:56,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663332,No_solucion,15:55:28,0 days 00:28:44,,15:55:26,0:00:02,0:12:47,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663334,No_solucion,15:55:16,,,15:55:12,0:00:04,0:05:52,17,,15:30,Tuesday,June,2022
7/06/2022,663329,No_solucion,15:52:50,0 days 00:19:44,,15:52:47,0:00:03,0:10:09,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663328,No_solucion,15:51:15,0 days 00:14:14,,15:51:13,0:00:02,0:03:56,15,,15:30,Tuesday,June,2022
7/06/2022,663326,No_solucion,15:50:06,0 days 00:10:15,,15:50:05,0:00:01,0:01:35,13,,15:30,Tuesday,June,2022
7/06/2022,663325,No_solucion,15:48:27,,,15:48:27,0:00:00,0:03:21,35,,15:30,Tuesday,June,2022
7/06/2022,663323,No_solucion,15:47:46,0 days 00:20:05,,15:47:44,0:00:02,0:04:56,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663322,No_solucion,15:46:25,0 days 00:10:46,,15:46:25,0:00:00,0:01:50,14,,15:30,Tuesday,June,2022
7/06/2022,663319,No_solucion,15:42:00,0 days 00:17:43,,15:41:58,0:00:02,0:04:29,26,,15:30,Tuesday,June,2022
7/06/2022,663317,No_solucion,15:41:48,,,15:41:46,0:00:02,0:05:55,34,,15:30,Tuesday,June,2022
7/06/2022,663320,No_solucion,15:41:40,0 days 00:28:57,,15:41:40,,0:08:15,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663313,No_solucion,15:37:03,0 days 00:14:10,,15:37:02,0:00:01,0:03:18,20,,15:30,Tuesday,June,2022
7/06/2022,663314,No_solucion,15:36:54,0 days 00:15:57,,15:36:52,0:00:02,14:30:31,20,,15:30,Tuesday,June,2022
7/06/2022,663311,No_solucion,15:35:19,,,15:35:18,0:00:01,22:00:13,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663312,No_solucion,15:35:06,0 days 00:12:10,,15:35:04,0:00:02,21:04:29,26,,15:30,Tuesday,June,2022
7/06/2022,663309,No_solucion,15:34:38,0 days 01:00:30,,15:34:36,0:00:02,0:19:29,155.920462,,15:30,Tuesday,June,2022
7/06/2022,663305,No_solucion,15:28:43,0 days 00:25:09,,0:22:46,0:00:06,1:58:42,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663303,No_solucion,15:26:52,0 days 00:16:40,,15:26:49,0:00:03,9:35:08,25,,15:00,Tuesday,June,2022
7/06/2022,663302,No_solucion,15:24:20,0 days 00:19:14,,15:24:18,0:00:02,3:57:12,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663297,No_solucion,15:23:54,0 days 00:08:40,,15:23:51,0:00:03,0:01:30,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663287,No_solucion,15:22:04,0 days 00:29:48,,15:21:56,0:00:08,0:10:01,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663299,No_solucion,15:21:39,0 days 00:18:16,,15:21:38,0:00:01,0:07:31,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663298,No_solucion,15:20:36,0 days 00:24:54,,15:20:35,0:00:01,0:08:44,29,,15:00,Tuesday,June,2022
7/06/2022,663296,No_solucion,15:20:04,0 days 00:23:17,,15:20:03,0:00:01,0:08:35,33,,15:00,Tuesday,June,2022
7/06/2022,663295,No_solucion,15:19:02,,,15:19:00,0:00:02,0:06:25,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663293,No_solucion,15:17:10,0 days 00:16:07,,15:17:08,0:00:02,2:32:16,24,,15:00,Tuesday,June,2022
7/06/2022,663292,No_solucion,15:16:53,,,,0:00:01,0:07:57,29,,15:00,Tuesday,June,2022
7/06/2022,663289,No_solucion,15:16:43,0 days 00:16:32,,15:16:40,0:00:03,0:05:25,20,,15:00,Tuesday,June,2022
7/06/2022,663286,No_solucion,15:16:09,0 days 00:42:37,,15:16:07,0:00:02,0:13:00,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663290,No_solucion,15:16:01,0 days 00:30:15,,15:16:00,0:00:01,0:09:42,25,,15:00,Tuesday,June,2022
7/06/2022,663291,No_solucion,15:15:41,,,15:15:40,0:00:01,0:06:55,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663282,No_solucion,15:07:37,0 days 00:22:10,,15:07:30,0:00:07,0:05:52,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663281,No_solucion,15:07:14,,,15:07:13,0:00:01,0:12:52,40,,15:00,Tuesday,June,2022
7/06/2022,663279,No_solucion,15:06:49,0 days 00:18:39,,,0:00:03,19:17:22,19,,15:00,Tuesday,June,2022
7/06/2022,663276,No_solucion,15:05:02,0 days 00:12:13,,15:05:00,0:00:02,0:04:10,30,,15:00,Tuesday,June,2022
7/06/2022,663273,No_solucion,15:03:00,0 days 00:16:21,,15:02:59,,0:04:05,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663267,No_solucion,15:02:14,0 days 00:19:13,,15:02:13,0:00:01,0:06:27,155.920462,,15:00,Tuesday,June,2022
7/06/2022,663271,No_solucion,15:01:45,0 days 00:19:10,,15:01:43,0:00:02,0:05:17,37,,15:00,Tuesday,June,2022
7/06/2022,663270,No_solucion,15:01:27,0 days 00:15:43,,15:01:25,0:00:02,0:03:19,30,,15:00,Tuesday,June,2022
7/06/2022,663268,No_solucion,15:01:08,,,15:01:08,0:00:00,23:57:32,33,,15:00,Tuesday,June,2022
7/06/2022,663264,No_solucion,14:59:10,0 days 00:18:11,,4:34:09,0:00:00,0:03:22,23,,14:30,Tuesday,June,2022
7/06/2022,663259,No_solucion,14:58:56,0 days 00:17:12,,14:58:54,0:00:02,0:09:36,24,,14:30,Tuesday,June,2022
7/06/2022,663266,No_solucion,14:57:07,0 days 00:10:26,,14:57:06,0:00:01,0:01:50,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663257,No_solucion,14:54:10,0 days 00:31:27,,14:54:08,0:00:02,0:11:32,31,,14:30,Tuesday,June,2022
7/06/2022,663248,No_solucion,14:53:52,0 days 00:21:04,,14:53:51,0:00:01,0:08:21,35,,14:30,Tuesday,June,2022
7/06/2022,663258,No_solucion,14:53:46,0 days 00:32:42,,14:53:45,0:00:01,0:14:09,52,,14:30,Tuesday,June,2022
7/06/2022,663232,No_solucion,14:52:36,0 days 00:18:36,,14:52:35,0:00:01,0:06:05,21,,14:30,Tuesday,June,2022
7/06/2022,663254,No_solucion,14:51:31,0 days 00:10:13,,14:51:29,0:00:02,23:05:20,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663252,No_solucion,14:49:52,0 days 00:24:48,,14:49:51,0:00:01,13:59:00,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663251,No_solucion,14:49:12,0 days 00:15:16,,5:32:51,0:00:03,0:03:15,21,,14:30,Tuesday,June,2022
7/06/2022,663190,No_solucion,14:48:07,0 days 00:33:23,,3:31:13,0:00:01,0:17:56,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663246,No_solucion,14:47:06,0 days 00:19:46,,,0:00:02,0:07:06,19,,14:30,Tuesday,June,2022
7/06/2022,663245,No_solucion,14:46:42,,,14:46:39,0:00:03,0:05:30,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663242,No_solucion,14:44:46,0 days 00:20:26,,2:13:56,,0:07:15,27,,14:30,Tuesday,June,2022
7/06/2022,663244,No_solucion,14:44:35,0 days 01:02:05,,14:44:35,,0:10:50,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663241,No_solucion,14:44:20,,,14:44:17,0:00:03,0:12:23,41,,14:30,Tuesday,June,2022
7/06/2022,663240,No_solucion,14:43:16,,,3:13:20,0:00:01,0:14:21,14,,14:30,Tuesday,June,2022
7/06/2022,663235,No_solucion,14:42:49,,,14:42:47,0:00:02,0:05:17,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663229,No_solucion,14:42:40,0 days 00:18:08,,14:42:39,0:00:01,0:02:29,22,,14:30,Tuesday,June,2022
7/06/2022,663238,No_solucion,14:42:27,0 days 00:30:26,,14:42:24,0:00:03,0:06:40,40,,14:30,Tuesday,June,2022
7/06/2022,663234,No_solucion,14:41:11,0 days 01:19:07,,12:42:21,,0:08:18,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663233,No_solucion,14:40:44,0 days 00:23:05,,14:40:41,0:00:03,0:08:30,34,,14:30,Tuesday,June,2022
7/06/2022,663231,No_solucion,14:39:40,0 days 00:28:48,,14:39:40,0:00:00,0:08:02,26,,14:30,Tuesday,June,2022
7/06/2022,663230,No_solucion,14:39:23,0 days 00:14:16,,14:39:20,0:00:03,0:04:23,11,,14:30,Tuesday,June,2022
7/06/2022,663228,No_solucion,14:37:01,,,14:36:59,0:00:02,0:06:06,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663222,No_solucion,14:35:04,0 days 00:12:51,,,0:00:01,0:04:15,19,,14:30,Tuesday,June,2022
7/06/2022,663224,No_solucion,14:33:37,0 days 00:32:36,,14:33:37,0:00:00,0:13:10,155.920462,,14:30,Tuesday,June,2022
7/06/2022,663223,No_solucion,14:33:22,0 days 00:16:11,,,0:00:01,0:02:50,21,,14:30,Tuesday,June,2022
7/06/2022,663219,No_solucion,14:30:44,0 days 00:09:57,,14:30:42,0:00:02,0:02:30,31,,14:30,Tuesday,June,2022
7/06/2022,663216,No_solucion,14:29:59,0 days 00:08:48,,14:29:56,0:00:03,0:04:50,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663214,No_solucion,14:27:40,0 days 00:19:34,,14:27:38,0:00:02,0:01:52,30,,14:00,Tuesday,June,2022
7/06/2022,663215,No_solucion,14:27:21,0 days 00:33:45,,14:27:18,0:00:03,0:07:57,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663212,No_solucion,14:25:28,0 days 00:16:52,,,,0:04:45,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663206,No_solucion,14:24:49,0 days 00:30:25,,14:24:49,0:00:00,0:07:56,33,,14:00,Tuesday,June,2022
7/06/2022,663207,No_solucion,14:24:21,0 days 00:18:54,,14:24:19,0:00:02,0:06:28,48,,14:00,Tuesday,June,2022
7/06/2022,663204,No_solucion,14:22:21,0 days 00:17:29,,14:22:19,0:00:02,0:08:28,24,,14:00,Tuesday,June,2022
7/06/2022,663198,No_solucion,14:21:52,0 days 00:13:58,,14:21:51,0:00:01,0:07:48,18,,14:00,Tuesday,June,2022
7/06/2022,663197,No_solucion,14:17:33,0 days 00:33:51,,14:17:32,0:00:01,0:12:17,29,,14:00,Tuesday,June,2022
7/06/2022,663192,No_solucion,14:16:17,,,14:16:16,0:00:01,0:05:24,21,,14:00,Tuesday,June,2022
7/06/2022,663190,No_solucion,14:16:06,0 days 00:08:13,,14:16:03,0:00:03,0:04:15,15,,14:00,Tuesday,June,2022
7/06/2022,663193,No_solucion,14:16:03,0 days 00:13:31,,14:16:02,0:00:01,0:02:46,28,,14:00,Tuesday,June,2022
7/06/2022,663182,No_solucion,14:13:09,0 days 00:20:16,,14:13:07,0:00:02,0:08:44,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663186,No_solucion,14:12:45,,,14:12:37,0:00:08,0:02:14,29,,14:00,Tuesday,June,2022
7/06/2022,663184,No_solucion,14:11:50,0 days 00:11:08,,14:11:49,0:00:01,0:04:06,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663185,No_solucion,14:11:39,0 days 00:22:23,,14:11:38,0:00:01,10:27:26,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663177,No_solucion,14:09:39,0 days 00:14:48,,,0:00:03,0:03:54,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663180,No_solucion,14:08:33,0 days 00:13:19,,14:08:22,0:00:11,0:04:30,26,,14:00,Tuesday,June,2022
7/06/2022,663175,No_solucion,14:08:33,0 days 00:15:57,,14:08:20,0:00:13,0:02:22,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663179,No_solucion,14:08:28,0 days 00:32:59,,20:21:59,0:00:42,22:11:54,45,,14:00,Tuesday,June,2022
7/06/2022,663176,No_solucion,14:07:50,0 days 00:06:02,,14:06:22,0:01:28,0:02:44,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663174,No_solucion,14:06:37,0 days 01:11:40,,14:06:36,0:00:01,0:02:43,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663172,No_solucion,14:06:24,0 days 00:39:18,,14:06:21,0:00:03,0:15:41,51,,14:00,Tuesday,June,2022
7/06/2022,663171,No_solucion,14:06:16,0 days 00:16:00,,14:05:50,0:00:26,0:04:42,155.920462,,14:00,Tuesday,June,2022
7/06/2022,663173,No_solucion,14:06:16,0 days 00:36:34,,14:05:45,0:00:31,0:14:41,42,,14:00,Tuesday,June,2022
7/06/2022,663164,No_solucion,14:05:10,,,14:05:08,0:00:02,0:18:46,42,,14:00,Tuesday,June,2022
7/06/2022,663170,No_solucion,14:05:05,,,14:05:04,0:00:01,4:59:24,18,,14:00,Tuesday,June,2022
7/06/2022,663168,No_solucion,14:04:59,,,14:04:43,0:00:16,0:13:21,34,,14:00,Tuesday,June,2022
7/06/2022,663166,No_solucion,14:03:15,,,,0:00:03,0:24:18,90,,14:00,Tuesday,June,2022
